A,B,D,synteny,Expressed
TraesCS5A01G396500,TraesCS5B01G401400,TraesCS5D01G406000,syntenic,TRUE
TraesCS5A01G396400,TraesCS5B01G401300,TraesCS5D01G405900,syntenic,TRUE
TraesCS3A01G269200,TraesCS3B01G303300,TraesCS3D01G269000,syntenic,TRUE
TraesCS1A01G388000,TraesCS1B01G415500,TraesCS1D01G396000,syntenic,TRUE
TraesCS3A01G097400,TraesCS3B01G113100,TraesCS3D01G097900,syntenic,TRUE
TraesCS1A01G111800,TraesCS1B01G132000,TraesCS1D01G113200,syntenic,TRUE
TraesCS5A01G029000,TraesCS5B01G027800,TraesCS5D01G036800,syntenic,TRUE
TraesCS3A01G274100,TraesCS3B01G307800,TraesCS3D01G273300,syntenic,TRUE
TraesCS1A01G339700,TraesCS1B01G352000,TraesCS1D01G341700,syntenic,TRUE
TraesCS4A01G177700,TraesCS4B01G140100,TraesCS4D01G134800,syntenic,TRUE
TraesCS2A01G255900,TraesCS2B01G286600,TraesCS2D01G266800,syntenic,TRUE
TraesCS1A01G176700,TraesCS1B01G203300,TraesCS1D01G162400,syntenic,TRUE
TraesCS5A01G211200,TraesCS5B01G212600,TraesCS5D01G222600,syntenic,TRUE
TraesCS4A01G012400,TraesCS4B01G291800,TraesCS4D01G290600,syntenic,TRUE
TraesCS4A01G203000,TraesCS4B01G107000,TraesCS4D01G103900,syntenic,TRUE
TraesCS3A01G233600,TraesCS3B01G262700,TraesCS3D01G219800,syntenic,TRUE
TraesCS2A01G378100,TraesCS2B01G395000,TraesCS2D01G374400,syntenic,TRUE
TraesCS2A01G378200,TraesCS2B01G395100,TraesCS2D01G374500,syntenic,TRUE
TraesCS5A01G391700,TraesCS5B01G396600,TraesCS5D01G401500,syntenic,TRUE
TraesCS2A01G261200,TraesCS2B01G281000,TraesCS2D01G262700,syntenic,TRUE
TraesCS3A01G350000,TraesCS3B01G382600,TraesCS3D01G344000,syntenic,TRUE
TraesCS2A01G084900,TraesCS2B01G099600,TraesCS2D01G082800,syntenic,TRUE
TraesCS2A01G405800,TraesCS2B01G423600,TraesCS2D01G402500,syntenic,TRUE
TraesCS6A01G253500,TraesCS6B01G271900,TraesCS6D01G235000,syntenic,TRUE
TraesCS4A01G314800,TraesCS5B01G564800,TraesCS5D01G550000,syntenic,TRUE
TraesCS1A01G070900,TraesCS1B01G089600,TraesCS1D01G073300,syntenic,TRUE
TraesCS5A01G144800,TraesCS5B01G143600,TraesCS5D01G147500,syntenic,TRUE
TraesCS5A01G145000,TraesCS5B01G143700,TraesCS5D01G147400,syntenic,TRUE
TraesCS1A01G255400,TraesCS1B01G266200,TraesCS1D01G254800,syntenic,TRUE
TraesCS3A01G399100,TraesCS3B01G432100,TraesCS3D01G393300,syntenic,TRUE
TraesCS3A01G080800,TraesCS3B01G095400,TraesCS3D01G080700,syntenic,TRUE
TraesCS4A01G207500,TraesCS4B01G111000,TraesCS4D01G108700,syntenic,TRUE
TraesCS6A01G160200,TraesCS6B01G191200,TraesCS6D01G152500,syntenic,FALSE
TraesCS2A01G132300,TraesCS2B01G154800,TraesCS2D01G134200,syntenic,TRUE
TraesCS7A01G470300,TraesCS7B01G372300,TraesCS7D01G457700,syntenic,TRUE
TraesCS6A01G141600,TraesCS6B01G169900,TraesCS6D01G131000,syntenic,TRUE
TraesCS6A01G276400,TraesCS6B01G303900,TraesCS6D01G256800,syntenic,TRUE
TraesCS7A01G229500,TraesCS7B01G195300,TraesCS7D01G230100,syntenic,TRUE
TraesCS2A01G435800,TraesCS2B01G457400,TraesCS2D01G434100,syntenic,TRUE
TraesCS2A01G161600,TraesCS2B01G187600,TraesCS2D01G168700,syntenic,TRUE
TraesCS2A01G330600,TraesCS2B01G351500,TraesCS2D01G332200,syntenic,TRUE
TraesCS5A01G161100,TraesCS5B01G158600,TraesCS5D01G166100,syntenic,TRUE
TraesCS6A01G259600,TraesCS6B01G286900,TraesCS6D01G240600,syntenic,TRUE
TraesCS2A01G394700,TraesCS2B01G412700,TraesCS2D01G392400,syntenic,TRUE
TraesCS3A01G424800,TraesCS3B01G461100,TraesCS3D01G419700,syntenic,TRUE
TraesCS4A01G166600,TraesCS4B01G145500,TraesCS4D01G153100,non-syntenic,TRUE
TraesCS7A01G490700,TraesCS7B01G393900,TraesCS7D01G477000,syntenic,TRUE
TraesCS3A01G489100,TraesCS3B01G537600,TraesCS3D01G484000,syntenic,TRUE
TraesCS6A01G266300,TraesCS6B01G293600,TraesCS6D01G248400,syntenic,TRUE
TraesCS1A01G195700,TraesCS1B01G210400,TraesCS1D01G199000,syntenic,TRUE
TraesCS1A01G250600,TraesCS1B01G261200,TraesCS1D01G250200,syntenic,TRUE
TraesCS6A01G211100,TraesCS6B01G240600,TraesCS6D01G194200,syntenic,TRUE
TraesCS4A01G162200,TraesCS4B01G153700,TraesCS4D01G166000,non-syntenic,TRUE
TraesCS5A01G027000,TraesCS5B01G026200,TraesCS5D01G034700,syntenic,TRUE
TraesCS2A01G248500,TraesCS2B01G268700,TraesCS2D01G250200,syntenic,TRUE
TraesCS7A01G240200,TraesCS7B01G135800,TraesCS7D01G238200,syntenic,TRUE
TraesCS5A01G257000,TraesCS5B01G256500,TraesCS5D01G265600,syntenic,TRUE
TraesCS4A01G170500,TraesCS4B01G126700,TraesCS4D01G144300,syntenic,TRUE
TraesCS5A01G089600,TraesCS5B01G095500,TraesCS5D01G101800,syntenic,TRUE
TraesCS1A01G068000,TraesCS1B01G086200,TraesCS1D01G069400,syntenic,TRUE
TraesCS7A01G376700,TraesCS7B01G278100,TraesCS7D01G373000,syntenic,TRUE
TraesCS6A01G181500,TraesCS6B01G210400,TraesCS6D01G168900,syntenic,TRUE
TraesCS6A01G148600,TraesCS6B01G176800,TraesCS6D01G138000,syntenic,TRUE
TraesCS3A01G255300,TraesCS3B01G287200,TraesCS3D01G256100,syntenic,TRUE
TraesCS5A01G494800,TraesCS4B01G322700,TraesCS4D01G319100,syntenic,TRUE
TraesCS5A01G246000,TraesCS5B01G243400,TraesCS5D01G252600,syntenic,TRUE
TraesCS6A01G109500,TraesCS6B01G138000,TraesCS6D01G098000,syntenic,TRUE
TraesCS2A01G189500,TraesCS2B01G217700,TraesCS2D01G198300,syntenic,TRUE
TraesCS4A01G195400,TraesCS4B01G120000,TraesCS4D01G118100,syntenic,TRUE
TraesCS4A01G195300,TraesCS4B01G120100,TraesCS4D01G118200,non-syntenic,TRUE
TraesCS5A01G473800,TraesCS5B01G486900,TraesCS5D01G486600,syntenic,TRUE
TraesCS2A01G075800,TraesCS2B01G090600,TraesCS2D01G074300,syntenic,TRUE
TraesCS5A01G238700,TraesCS5B01G237300,TraesCS5D01G245600,syntenic,TRUE
TraesCS4A01G004000,TraesCS4B01G301300,TraesCS4D01G299600,syntenic,TRUE
TraesCS2A01G199300,TraesCS2B01G226600,TraesCS2D01G206900,syntenic,TRUE
TraesCS5A01G464900,TraesCS5B01G476700,TraesCS5D01G477500,syntenic,TRUE
TraesCS4A01G215100,TraesCS4B01G101000,TraesCS4D01G097600,syntenic,TRUE
TraesCS5A01G119700,TraesCS5B01G116200,TraesCS5D01G125900,syntenic,TRUE
TraesCS5A01G128400,TraesCS5B01G127400,TraesCS5D01G136000,syntenic,TRUE
TraesCS4A01G276900,TraesCS4B01G036800,TraesCS4D01G034100,syntenic,TRUE
TraesCS1A01G074100,TraesCS1B01G092700,TraesCS1D01G077000,syntenic,TRUE
TraesCS4A01G012100,TraesCS4B01G292300,TraesCS4D01G290900,syntenic,TRUE
TraesCS6A01G348100,TraesCS6B01G381700,TraesCS6D01G331100,syntenic,TRUE
TraesCS3A01G292200,TraesCS3B01G326800,TraesCS3D01G291900,syntenic,TRUE
TraesCS7A01G537300,TraesCS7B01G455100,TraesCS7D01G524200,syntenic,TRUE
TraesCS5A01G222700,TraesCS5B01G221700,TraesCS5D01G230500,syntenic,TRUE
TraesCS6A01G234900,TraesCS6B01G263600,TraesCS6D01G217500,syntenic,TRUE
TraesCS3A01G531700,TraesCS3B01G602100,TraesCS3D01G537000,syntenic,TRUE
TraesCS5A01G264400,TraesCS5B01G263700,TraesCS5D01G271900,syntenic,TRUE
TraesCS5A01G106500,TraesCS5B01G110700,TraesCS5D01G120400,non-syntenic,TRUE
TraesCS3A01G260600,TraesCS3B01G293700,TraesCS3D01G260800,syntenic,TRUE
TraesCS1A01G376300,TraesCS1B01G396700,TraesCS1D01G383600,syntenic,TRUE
TraesCS3A01G263300,TraesCS3B01G296500,TraesCS3D01G263000,syntenic,TRUE
TraesCS7A01G271200,TraesCS7B01G169500,TraesCS7D01G271600,syntenic,TRUE
TraesCS3A01G338900,TraesCS3B01G370600,TraesCS3D01G332500,syntenic,TRUE
TraesCS1A01G305300,TraesCS1B01G316000,TraesCS1D01G305000,syntenic,TRUE
TraesCS2A01G237300,TraesCS2B01G261900,TraesCS2D01G238800,non-syntenic,TRUE
TraesCS5A01G491400,TraesCS4B01G320600,TraesCS4D01G317100,syntenic,TRUE
TraesCS3A01G354700,TraesCS3B01G387700,TraesCS3D01G348700,syntenic,TRUE
TraesCS1A01G287300,TraesCS1B01G296700,TraesCS1D01G286200,syntenic,TRUE
TraesCS2A01G389400,TraesCS2B01G407600,TraesCS2D01G387300,syntenic,TRUE
TraesCS6A01G240400,TraesCS6B01G284300,TraesCS6D01G222600,syntenic,TRUE
TraesCS1A01G378500,TraesCS1B01G399300,TraesCS1D01G385400,syntenic,TRUE
TraesCS3A01G264300,TraesCS3B01G297700,TraesCS3D01G264400,syntenic,TRUE
TraesCS3A01G264500,TraesCS3B01G297800,TraesCS3D01G264600,syntenic,TRUE
TraesCS6A01G268700,TraesCS6B01G295800,TraesCS6D01G246200,syntenic,TRUE
TraesCS2A01G442800,TraesCS2B01G463900,TraesCS2D01G441900,syntenic,TRUE
TraesCS2A01G352500,TraesCS2B01G371800,TraesCS2D01G351700,syntenic,TRUE
TraesCS3A01G423800,TraesCS3B01G459700,TraesCS3D01G419000,syntenic,TRUE
TraesCS5A01G207400,TraesCS5B01G205700,TraesCS5D01G213500,syntenic,TRUE
TraesCS5A01G118700,TraesCS5B01G117500,TraesCS5D01G130100,syntenic,TRUE
TraesCS6A01G315000,TraesCS6B01G345400,TraesCS6D01G294300,syntenic,TRUE
TraesCS6A01G288500,TraesCS6B01G318200,TraesCS6D01G270400,syntenic,TRUE
TraesCS5A01G301500,TraesCS5B01G299200,TraesCS5D01G306600,syntenic,TRUE
TraesCS5A01G053400,TraesCS5B01G063000,TraesCS5D01G064600,syntenic,TRUE
TraesCS4A01G240500,TraesCS4B01G074400,TraesCS4D01G073000,syntenic,FALSE
TraesCS5A01G171000,TraesCS5B01G168500,TraesCS5D01G175700,syntenic,TRUE
TraesCS7A01G459200,TraesCS7B01G359400,TraesCS7D01G447100,syntenic,TRUE
TraesCS3A01G068000,TraesCS3B01G081100,TraesCS3D01G067900,syntenic,FALSE
TraesCS6A01G159500,TraesCS6B01G191800,TraesCS6D01G153000,syntenic,TRUE
TraesCS7A01G382800,TraesCS7B01G285500,TraesCS7D01G379200,syntenic,TRUE
TraesCS4A01G006800,TraesCS4B01G298200,TraesCS4D01G297000,syntenic,TRUE
TraesCS6A01G323400,TraesCS6B01G354000,TraesCS6D01G303200,syntenic,TRUE
TraesCS6A01G231300,TraesCS6B01G250000,TraesCS6D01G203800,syntenic,TRUE
TraesCS7A01G399800,TraesCS7B01G299900,TraesCS7D01G393600,syntenic,TRUE
TraesCS3A01G420800,TraesCS3B01G456300,TraesCS3D01G416300,syntenic,TRUE
TraesCS3A01G089300,TraesCS3B01G104600,TraesCS3D01G089600,syntenic,TRUE
TraesCS1A01G388700,TraesCS1B01G416800,TraesCS1D01G396700,syntenic,TRUE
TraesCS4A01G232100,TraesCS4B01G083900,TraesCS4D01G081800,syntenic,TRUE
TraesCS3A01G386100,TraesCS3B01G418200,TraesCS3D01G379100,syntenic,TRUE
TraesCS1A01G267700,TraesCS1B01G278400,TraesCS1D01G267600,syntenic,TRUE
TraesCS5A01G304200,TraesCS5B01G304400,TraesCS5D01G311000,syntenic,TRUE
TraesCS6A01G357400,TraesCS6B01G389400,TraesCS6D01G339400,syntenic,TRUE
TraesCS3A01G036800,TraesCS3B01G047100,TraesCS3D01G043300,syntenic,TRUE
TraesCS5A01G400000,TraesCS5B01G404800,TraesCS5D01G409900,syntenic,TRUE
TraesCS1A01G315900,TraesCS1B01G328200,TraesCS1D01G316200,syntenic,TRUE
TraesCS6A01G204800,TraesCS6B01G225700,TraesCS6D01G190000,syntenic,TRUE
TraesCS5A01G153700,TraesCS5B01G152200,TraesCS5D01G159000,syntenic,TRUE
TraesCS3A01G266200,TraesCS7B01G226000,TraesCS7D01G321900,non-syntenic,TRUE
TraesCS2A01G404700,TraesCS2B01G422700,TraesCS2D01G401600,syntenic,TRUE
TraesCS3A01G371300,TraesCS3B01G403500,TraesCS3D01G364400,syntenic,TRUE
TraesCS2A01G282400,TraesCS2B01G299800,TraesCS2D01G281200,syntenic,TRUE
TraesCS2A01G472000,TraesCS2B01G494700,TraesCS2D01G471900,syntenic,TRUE
TraesCS3A01G336700,TraesCS3B01G367800,TraesCS3D01G329700,syntenic,TRUE
TraesCS2A01G192200,TraesCS2B01G214100,TraesCS2D01G195300,syntenic,TRUE
TraesCS5A01G195000,TraesCS5B01G190400,TraesCS5D01G198200,syntenic,TRUE
TraesCS3A01G383400,TraesCS3B01G415800,TraesCS3D01G376500,syntenic,TRUE
TraesCS2A01G234700,TraesCS2B01G259500,TraesCS2D01G238300,non-syntenic,TRUE
TraesCS2A01G520400,TraesCS2B01G549600,TraesCS2D01G521600,syntenic,TRUE
TraesCS6A01G146600,TraesCS6B01G174800,TraesCS6D01G135900,syntenic,TRUE
TraesCS3A01G181400,TraesCS3B01G211400,TraesCS3D01G186200,syntenic,TRUE
TraesCS6A01G307700,TraesCS6B01G336300,TraesCS6D01G286900,syntenic,TRUE
TraesCS1A01G067300,TraesCS1B01G085800,TraesCS1D01G068300,syntenic,TRUE
TraesCS4A01G128000,TraesCS4B01G176800,TraesCS4D01G178500,syntenic,TRUE
TraesCS5A01G106900,TraesCS5B01G111600,TraesCS5D01G120300,non-syntenic,TRUE
TraesCS4A01G202700,TraesCS4B01G106800,TraesCS4D01G103700,syntenic,TRUE
TraesCS1A01G223900,TraesCS1B01G237200,TraesCS1D01G225500,syntenic,TRUE
TraesCS1A01G396600,TraesCS1B01G424800,TraesCS1D01G404500,syntenic,TRUE
TraesCS2A01G356400,TraesCS2B01G375700,TraesCS2D01G355300,syntenic,TRUE
TraesCS4A01G123300,TraesCS4B01G181000,TraesCS4D01G182600,syntenic,TRUE
TraesCS7A01G534400,TraesCS7B01G451500,TraesCS7D01G521700,syntenic,TRUE
TraesCS1A01G159100,TraesCS1B01G174800,TraesCS1D01G156400,syntenic,TRUE
TraesCS1A01G347900,TraesCS1B01G362500,TraesCS1D01G350800,syntenic,TRUE
TraesCS7A01G549100,TraesCS7B01G472500,TraesCS7D01G535400,syntenic,TRUE
TraesCS7A01G106700,TraesCS7B01G005400,TraesCS7D01G100800,syntenic,TRUE
TraesCS1A01G097700,TraesCS1B01G126100,TraesCS1D01G106500,syntenic,TRUE
TraesCS4A01G339300,TraesCS5B01G548900,TraesCS5D01G535800,syntenic,TRUE
TraesCS4A01G183100,TraesCS4B01G135500,TraesCS4D01G130200,syntenic,TRUE
TraesCS5A01G155200,TraesCS5B01G153400,TraesCS5D01G160200,syntenic,TRUE
TraesCS5A01G465000,TraesCS5B01G476800,TraesCS5D01G477600,syntenic,TRUE
TraesCS3A01G506200,TraesCS3B01G574300,TraesCS3D01G514100,syntenic,TRUE
TraesCS5A01G515700,TraesCS4B01G347000,TraesCS4D01G341900,syntenic,TRUE
TraesCS5A01G188000,TraesCS5B01G195600,TraesCS5D01G203000,syntenic,TRUE
TraesCS7A01G210900,TraesCS7B01G117600,TraesCS7D01G212600,syntenic,TRUE
TraesCS3A01G239900,TraesCS3B01G268300,TraesCS3D01G240300,syntenic,TRUE
TraesCS4A01G134000,TraesCS4B01G170900,TraesCS4D01G172900,syntenic,TRUE
TraesCS5A01G186200,TraesCS5B01G184300,TraesCS5D01G191300,syntenic,TRUE
TraesCS4A01G105600,TraesCS4B01G198400,TraesCS4D01G199200,syntenic,TRUE
TraesCS4A01G164900,TraesCS4B01G165400,TraesCS4D01G157300,non-syntenic,TRUE
TraesCS7A01G422400,TraesCS7B01G322800,TraesCS7D01G414600,syntenic,TRUE
TraesCS1A01G060100,TraesCS1B01G078600,TraesCS1D01G061100,syntenic,TRUE
TraesCS6A01G185500,TraesCS6B01G214200,TraesCS6D01G172500,syntenic,TRUE
TraesCS4A01G473400,TraesCS5B01G340900,TraesCS7D01G015500,non-syntenic,TRUE
TraesCS5A01G177400,TraesCS5B01G174600,TraesCS5D01G181600,syntenic,TRUE
TraesCS2A01G390700,TraesCS2B01G408600,TraesCS2D01G387900,syntenic,TRUE
TraesCS2A01G149400,TraesCS2B01G174300,TraesCS2D01G154200,syntenic,TRUE
TraesCS1A01G338300,TraesCS1B01G350700,TraesCS1D01G340500,syntenic,TRUE
TraesCS2A01G247300,TraesCS2B01G270300,TraesCS2D01G248400,non-syntenic,TRUE
TraesCS2A01G228300,TraesCS2B01G253600,TraesCS2D01G239100,non-syntenic,TRUE
TraesCS1A01G407600,TraesCS5B01G529400,TraesCS5D01G528500,syntenic,TRUE
TraesCS1A01G235200,TraesCS1B01G248400,TraesCS1D01G236900,non-syntenic,TRUE
TraesCS3A01G067300,TraesCS3B01G080400,TraesCS3D01G066900,syntenic,TRUE
TraesCS7A01G196700,TraesCS7B01G102500,TraesCS7D01G198300,syntenic,TRUE
TraesCS1A01G302300,TraesCS1B01G312100,TraesCS1D01G301700,syntenic,TRUE
TraesCS2A01G262700,TraesCS2B01G279400,TraesCS2D01G261300,syntenic,TRUE
TraesCS7A01G395000,TraesCS7B01G297000,TraesCS7D01G390600,syntenic,TRUE
TraesCS6A01G264200,TraesCS6B01G291200,TraesCS6D01G250700,syntenic,TRUE
TraesCS7A01G243400,TraesCS7B01G148100,TraesCS7D01G242200,syntenic,TRUE
TraesCS5A01G262000,TraesCS5B01G260100,TraesCS5D01G269300,syntenic,TRUE
TraesCS3A01G220400,TraesCS3B01G250700,TraesCS3D01G232300,syntenic,TRUE
TraesCS2A01G482700,TraesCS2B01G509300,TraesCS2D01G482800,syntenic,TRUE
TraesCS1A01G107000,TraesCS1B01G124400,TraesCS1D01G107800,syntenic,FALSE
TraesCS5A01G012400,TraesCS5B01G010300,TraesCS5D01G017600,syntenic,TRUE
TraesCS4A01G179100,TraesCS4B01G139300,TraesCS4D01G134000,syntenic,TRUE
TraesCS1A01G355100,TraesCS1B01G366600,TraesCS1D01G355400,syntenic,TRUE
TraesCS2A01G580600,TraesCS2B01G608100,TraesCS2D01G592500,syntenic,TRUE
TraesCS5A01G395700,TraesCS5B01G400500,TraesCS5D01G405000,syntenic,TRUE
TraesCS7A01G407300,TraesCS7B01G307300,TraesCS7D01G400800,syntenic,TRUE
TraesCS7A01G448900,TraesCS7B01G348700,TraesCS7D01G438200,syntenic,TRUE
TraesCS2A01G205400,TraesCS2B01G232800,TraesCS2D01G210500,syntenic,TRUE
TraesCS7A01G362700,TraesCS7B01G266100,TraesCS7D01G360400,syntenic,TRUE
TraesCS7A01G309200,TraesCS7B01G209200,TraesCS7D01G305900,syntenic,TRUE
TraesCS2A01G498000,TraesCS2B01G526200,TraesCS2D01G498100,syntenic,TRUE
TraesCS7A01G516400,TraesCS7B01G432700,TraesCS7D01G506600,syntenic,FALSE
TraesCS2A01G334400,TraesCS2B01G347600,TraesCS2D01G328600,syntenic,TRUE
TraesCS2A01G448700,TraesCS2B01G469500,TraesCS2D01G447900,syntenic,TRUE
TraesCS6A01G264300,TraesCS6B01G291300,TraesCS6D01G250600,syntenic,TRUE
TraesCS7A01G106400,TraesCS7B01G005000,TraesCS7D01G100500,syntenic,TRUE
TraesCS5A01G454500,TraesCS5B01G464600,TraesCS5D01G465000,syntenic,TRUE
TraesCS1A01G337600,TraesCS1B01G350000,TraesCS1D01G339500,syntenic,TRUE
TraesCS1A01G357700,TraesCS1B01G374400,TraesCS1D01G362200,syntenic,TRUE
TraesCS3A01G386700,TraesCS3B01G422100,TraesCS3D01G382400,syntenic,TRUE
TraesCS3A01G352600,TraesCS3B01G385200,TraesCS3D01G346600,syntenic,TRUE
TraesCS5A01G321500,TraesCS5B01G322000,TraesCS5D01G328300,syntenic,TRUE
TraesCS3A01G155100,TraesCS3B01G181400,TraesCS3D01G162600,syntenic,TRUE
TraesCS1A01G128900,TraesCS1B01G146500,TraesCS1D01G125100,syntenic,TRUE
TraesCS7A01G466100,TraesCS7B01G367500,TraesCS7D01G453800,syntenic,TRUE
TraesCS4A01G163600,TraesCS4B01G166000,TraesCS4D01G152300,non-syntenic,TRUE
TraesCS5A01G304400,TraesCS5B01G304900,TraesCS2D01G070100,non-syntenic,TRUE
TraesCS6A01G270000,TraesCS6B01G297300,TraesCS6D01G245000,syntenic,TRUE
TraesCS7A01G196000,TraesCS7B01G101700,TraesCS7D01G197500,syntenic,TRUE
TraesCS6A01G310400,TraesCS6B01G340400,TraesCS6D01G289800,syntenic,TRUE
TraesCS1A01G133500,TraesCS1B01G150100,TraesCS1D01G124400,non-syntenic,TRUE
TraesCS4A01G065400,TraesCS4B01G242800,TraesCS4D01G242400,syntenic,TRUE
TraesCS4A01G307300,TraesCS4B01G009200,TraesCS4D01G006700,syntenic,TRUE
TraesCS2A01G167000,TraesCS2B01G193200,TraesCS2D01G174600,syntenic,TRUE
TraesCS5A01G377700,TraesCS5B01G381300,TraesCS5D01G387700,syntenic,TRUE
TraesCS6A01G107800,TraesCS6B01G136400,TraesCS6D01G095700,syntenic,TRUE
TraesCS7A01G206500,TraesCS7B01G113800,TraesCS7D01G209300,syntenic,TRUE
TraesCS7A01G206600,TraesCS7B01G114000,TraesCS7D01G209500,syntenic,TRUE
TraesCS5A01G509000,TraesCS4B01G339200,TraesCS4D01G335500,syntenic,TRUE
TraesCS5A01G205800,TraesCS5B01G204400,TraesCS5D01G212200,syntenic,TRUE
TraesCS1A01G223700,TraesCS1B01G237000,TraesCS1D01G225300,syntenic,TRUE
TraesCS2A01G427900,TraesCS2B01G448300,TraesCS2D01G425900,syntenic,FALSE
TraesCS6A01G241300,TraesCS6B01G283300,TraesCS6D01G223500,syntenic,TRUE
TraesCS2A01G292600,TraesCS2B01G309000,TraesCS2D01G290400,syntenic,TRUE
TraesCS2A01G342500,TraesCS2B01G340200,TraesCS2D01G320800,syntenic,TRUE
TraesCS3A01G396000,TraesCS3B01G428000,TraesCS3D01G390000,syntenic,TRUE
TraesCS2A01G260400,TraesCS2B01G281600,TraesCS2D01G263300,syntenic,TRUE
TraesCS3A01G432600,TraesCS3B01G468500,TraesCS3D01G425900,syntenic,TRUE
TraesCS3A01G248800,TraesCS3B01G277500,TraesCS3D01G248700,syntenic,TRUE
TraesCS4A01G304300,TraesCS4B01G006600,TraesCS4D01G008000,syntenic,TRUE
TraesCS1A01G110300,TraesCS1B01G129300,TraesCS1D01G111900,syntenic,TRUE
TraesCS2A01G323000,TraesCS2B01G359600,TraesCS2D01G339900,non-syntenic,TRUE
TraesCS7A01G204900,TraesCS7B01G112100,TraesCS7D01G207900,syntenic,TRUE
TraesCS1A01G235300,TraesCS1B01G248500,TraesCS1D01G237000,syntenic,TRUE
TraesCS1A01G361000,TraesCS1B01G377600,TraesCS1D01G365400,syntenic,TRUE
TraesCS7A01G307400,TraesCS7B01G207700,TraesCS7D01G304200,syntenic,TRUE
TraesCS1A01G433300,TraesCS1B01G469200,TraesCS1D01G442900,syntenic,TRUE
TraesCS4A01G053400,TraesCS4B01G251200,TraesCS4D01G251200,syntenic,TRUE
TraesCS2A01G104800,TraesCS2B01G121800,TraesCS2D01G104500,syntenic,TRUE
TraesCS4A01G291800,TraesCS4B01G023500,TraesCS4D01G020000,syntenic,TRUE
TraesCS4A01G340500,TraesCS5B01G534600,TraesCS5D01G532700,non-syntenic,FALSE
TraesCS4A01G031800,TraesCS4B01G274200,TraesCS4D01G272900,syntenic,TRUE
TraesCS5A01G250400,TraesCS5B01G248400,TraesCS5D01G258000,syntenic,TRUE
TraesCS7A01G181100,TraesCS7B01G086100,TraesCS7D01G182900,syntenic,TRUE
TraesCS3A01G243900,TraesCS3B01G276300,TraesCS3D01G247500,syntenic,TRUE
TraesCS3A01G112200,TraesCS3B01G131800,TraesCS3D01G114200,syntenic,TRUE
TraesCS1A01G430900,TraesCS1B01G465600,TraesCS1D01G440000,syntenic,TRUE
TraesCS1A01G321900,TraesCS1B01G334200,TraesCS1D01G322100,syntenic,TRUE
TraesCS5A01G145200,TraesCS5B01G144000,TraesCS5D01G147200,syntenic,TRUE
TraesCS4A01G192000,TraesCS4B01G123400,TraesCS4D01G121500,non-syntenic,TRUE
TraesCS3A01G026600,TraesCS3B01G017200,TraesCS3D01G018900,syntenic,TRUE
TraesCS1A01G094000,TraesCS1B01G122100,TraesCS1D01G102600,syntenic,TRUE
TraesCS1A01G124100,TraesCS1B01G143000,TraesCS1D01G130300,syntenic,TRUE
TraesCS1A01G207900,TraesCS1B01G221900,TraesCS1D01G211200,syntenic,TRUE
TraesCS1A01G207800,TraesCS1B01G221500,TraesCS1D01G211100,syntenic,TRUE
TraesCS4A01G117300,TraesCS4B01G187100,TraesCS4D01G188400,syntenic,TRUE
TraesCS5A01G189900,TraesCS5B01G193300,TraesCS5D01G201000,syntenic,TRUE
TraesCS5A01G358200,TraesCS5B01G360700,TraesCS5D01G367500,syntenic,TRUE
TraesCS2A01G514500,TraesCS2B01G542100,TraesCS2D01G516100,syntenic,TRUE
TraesCS4A01G205100,TraesCS4B01G108900,TraesCS4D01G106000,syntenic,TRUE
TraesCS2A01G308400,TraesCS2B01G324900,TraesCS2D01G306700,syntenic,TRUE
TraesCS1A01G281100,TraesCS1B01G290200,TraesCS1D01G280300,syntenic,TRUE
TraesCS3A01G363900,TraesCS3B01G396100,TraesCS3D01G357400,syntenic,TRUE
TraesCS3A01G342200,TraesCS3B01G374300,TraesCS3D01G336100,syntenic,FALSE
TraesCS3A01G161100,TraesCS3B01G191800,TraesCS3D01G168400,syntenic,TRUE
TraesCS3A01G140700,TraesCS3B01G163900,TraesCS3D01G146400,syntenic,TRUE
TraesCS4A01G045500,TraesCS4B01G259100,TraesCS4D01G259500,syntenic,TRUE
TraesCS6A01G308500,TraesCS6B01G337200,TraesCS6D01G287700,syntenic,TRUE
TraesCS7A01G190300,TraesCS7B01G095300,TraesCS7D01G191400,syntenic,TRUE
TraesCS6A01G176100,TraesCS3B01G186200,TraesCS6D01G325400,non-syntenic,TRUE
TraesCS7A01G547500,TraesCS7B01G471600,TraesCS7D01G534500,syntenic,TRUE
TraesCS2A01G457500,TraesCS2B01G479900,TraesCS2D01G458200,syntenic,FALSE
TraesCS1A01G428700,TraesCS1B01G463400,TraesCS1D01G438000,syntenic,TRUE
TraesCS7A01G375500,TraesCS7B01G277100,TraesCS7D01G372000,syntenic,TRUE
TraesCS6A01G011600,TraesCS6B01G017800,TraesCS6D01G014400,syntenic,TRUE
TraesCS7A01G187200,TraesCS7B01G092500,TraesCS7D01G188300,syntenic,TRUE
TraesCS6A01G307100,TraesCS6B01G335600,TraesCS6D01G286200,syntenic,TRUE
TraesCS5A01G168200,TraesCS5B01G165000,TraesCS5D01G172400,syntenic,TRUE
TraesCS3A01G250200,TraesCS3B01G279700,TraesCS3D01G250600,syntenic,TRUE
TraesCS3A01G143200,TraesCS3B01G161900,TraesCS3D01G144400,syntenic,TRUE
TraesCS2A01G223400,TraesCS2B01G273700,TraesCS2D01G229400,syntenic,TRUE
